team,player,touches_for,touches_opp_box_for,passes_attempted_for,passes_completed_for,open_play_passes_for,passes_forward_for,passes_backward_for,passes_sideways_for,passes_opp_half_for,passes_own_half_for,crosses_attempted_for,crosses_completed_for,crosses_all_for,crosses_all_completed_for,long_passes_attempted_for,long_passes_completed_for,through_balls_for,passes_final_third_for,passes_final_third_completed_for,passes_from_final_third_for,passes_into_final_third_for,progressive_passes_for,passes_outside_own_third_for,corners_for,chances_created_for,assists_for,shots_for,shots_on_target_for,shots_off_target_for,shots_blocked_for,shots_in_box_for,shots_outside_box_for,shots_on_target_in_box_for,shots_on_target_outside_box_for,goals_for,goals_in_box_for,goals_outside_box_for,goals_from_shots_for,own_goals_for,own_goals_in_box_for,own_goals_outside_box_for,take_ons_for,take_ons_won_for,aerials_for,aerials_won_for,ground_duels_for,ground_duels_won_for,duels_contested_for,duels_won_for,smothers_for,tackles_for,interceptions_for,clearances_for,ball_recoveries_for,blocked_passes_for,pressing_actions_for,recovery_actions_for,pressing_actions_outside_own_third_for,missed_tackles_for,fouls_committed_for,fouls_won_for,possession_lost_for,sequences_for,sequence_passes_for,sequence_seconds_for,sequence_progress_m_for,sequence_length_m_for,sequence_start_x_m_for,build_up_attacks_for,direct_attacks_for,high_turnovers_for,high_turnover_shots_for,sequence_pressed_for,shot_ending_sequences_for,minutes,appearances,pass_accuracy_pct_for,cross_accuracy_pct_for,long_pass_accuracy_pct_for,shooting_accuracy_pct_for,cross_accuracy_all_pct_for,final_third_pass_accuracy_pct_for,conversion_pct_for,shot_conversion_pct_for,take_on_success_pct_for,aerial_success_pct_for,ground_duel_success_pct_for,duel_success_pct_for
Bournemouth,Djordje Petrovic,215,0,165,107,123,131,0,34,0,107,0,0,0,0,81,25,0,28,3,0,3,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,4,4,1,0,0,2,10,0,0,12,0,0,0,0,58,79.0,247.0,1000.0,2261.91,4771.219481547858,732.165,0.0,0.0,0.0,0.0,10.0,0.0,474.0,5,64.85,,30.86,,,10.71,,,,100.0,100.0,100.0
Bournemouth,Evanilson,171,16,102,72,102,24,44,34,51,21,2,1,2,1,4,2,1,36,22,29,7,7,73,0,6,5,8,2,3,3,8,0,2,0,0,0,0,0,0,0,0,6,2,24,10,33,15,57,25,0,3,5,6,13,1,19,19,16,1,9,10,53,39.0,105.0,324.0,312.4800000000001,1794.3325377966248,2224.95,2.0,0.0,3.0,1.0,2.0,6.0,434.0,5,70.59,50.0,50.0,40.0,50.0,61.11,0.0,0.0,33.33,41.67,45.45,43.86
Bournemouth,James Hill,334,3,257,196,253,164,42,51,44,152,1,1,1,1,60,22,0,55,27,9,21,28,248,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,16,20,12,44,28,0,9,6,31,11,2,23,42,11,1,5,3,64,84.0,222.0,574.0,934.92,3620.5883282606233,3921.54,1.0,2.0,1.0,1.0,19.0,6.0,474.0,5,76.26,100.0,36.67,,100.0,49.09,,,0.0,66.67,60.0,63.64
Bournemouth,Justin Kluivert,112,11,64,50,63,23,23,18,30,20,4,1,4,1,5,5,1,23,16,22,4,8,42,0,3,1,10,6,2,2,6,4,4,2,1,1,0,1,0,0,0,6,4,5,1,26,13,31,14,0,4,2,0,16,2,15,16,12,2,5,5,29,30.0,73.0,191.0,136.92000000000002,1202.4769199065463,1537.4099999999999,0.0,2.0,2.0,1.0,6.0,5.0,294.0,4,78.12,25.0,100.0,75.0,25.0,69.57,10.0,10.0,66.67,20.0,50.0,45.16
Bournemouth,Lewis Cook,99,0,84,73,81,27,34,23,27,46,0,0,0,0,8,4,0,12,8,6,6,8,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,1,13,5,0,1,4,3,6,3,11,9,7,1,2,0,14,24.0,67.0,205.0,278.985,1047.7268703642806,1047.06,0.0,1.0,1.0,0.0,5.0,1.0,198.0,5,86.9,,50.0,,,66.67,,,,66.67,14.29,38.46
Bournemouth,Marcus Tavernier,270,13,155,131,153,41,64,50,93,38,11,3,24,8,6,5,0,56,46,67,8,16,88,10,9,7,13,8,4,1,8,5,5,3,3,3,0,3,0,0,0,10,4,11,3,46,23,57,26,0,11,0,5,26,4,21,31,15,3,3,8,57,50.0,130.0,328.0,474.59999999999997,2060.2687329369896,3004.26,1.0,2.0,4.0,2.0,13.0,13.0,433.0,5,84.52,27.27,83.33,66.67,33.33,82.14,23.08,23.08,40.0,27.27,50.0,45.61
Bournemouth,Rayan,154,16,85,53,85,30,34,21,44,9,10,2,10,2,4,1,0,46,26,42,8,10,43,0,3,2,12,4,5,3,7,5,3,1,0,0,0,0,0,0,0,7,2,35,15,25,12,60,27,0,5,2,4,4,4,16,8,14,4,1,5,51,26.0,49.0,113.0,102.16499999999999,709.4894078843389,1664.985,0.0,1.0,0.0,0.0,0.0,5.0,438.0,5,62.35,20.0,25.0,44.44,20.0,56.52,0.0,0.0,28.57,42.86,48.0,45.0
Bournemouth,Ryan Christie,77,10,48,38,48,18,14,16,24,14,1,0,1,0,3,3,1,18,13,16,5,5,32,0,1,0,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,4,1,5,2,12,2,17,4,0,1,3,0,10,0,5,10,5,1,0,0,21,20.0,51.0,126.0,212.1,779.1926566435237,1133.6850000000002,1.0,0.0,4.0,1.0,3.0,4.0,113.0,4,79.17,0.0,100.0,0.0,0.0,72.22,0.0,0.0,25.0,40.0,16.67,23.53
Bournemouth,Tyler Adams,221,0,172,151,164,71,38,63,81,70,1,0,1,0,7,2,0,38,32,18,20,25,154,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,2,2,23,10,25,12,0,7,8,4,22,4,29,26,19,4,6,3,27,63.0,191.0,466.0,565.32,2963.989419220822,3111.045,1.0,1.0,3.0,1.0,13.0,4.0,289.0,5,87.79,0.0,28.57,100.0,0.0,84.21,0.0,0.0,0.0,100.0,43.48,48.0
Bournemouth,Álvaro Rodríguez,10,0,6,5,6,0,4,2,2,3,0,0,0,0,0,0,0,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,3,2,8,2,0,0,0,0,1,0,1,1,1,0,1,1,3,3.0,11.0,34.0,76.23000000000002,167.12493983428158,175.875,0.0,1.0,0.0,0.0,0.0,1.0,19.0,2,83.33,,,,,100.0,,,100.0,0.0,66.67,25.0
Brentford,Aaron Hickey,102,2,48,39,48,23,12,13,19,20,3,1,3,1,7,2,0,20,14,14,2,8,34,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,7,3,14,11,21,14,0,4,2,10,8,2,11,18,9,0,3,4,12,38.0,94.0,267.0,295.67999999999995,1397.0245002421507,1792.35,0.0,1.0,2.0,0.0,7.0,1.0,174.0,5,81.25,33.33,28.57,0.0,33.33,70.0,0.0,0.0,100.0,42.86,78.57,66.67
Brentford,Callum Wilson,10,3,3,2,3,1,0,2,2,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,1,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,6,2,0,0,0,1,1,1,3,2,2,1,1,0,4,1.0,0.0,0.0,0.0,0.0,81.375,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3,66.67,,,,,50.0,0.0,0.0,,66.67,0.0,33.33
Brentford,Caoimhín Kelleher,218,0,169,115,125,131,0,38,0,115,0,0,0,0,88,34,0,39,8,0,8,1,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,3,1,0,0,3,10,0,0,13,0,0,0,0,54,78.0,268.0,832.0,2511.81,4675.710835523553,855.225,0.0,1.0,0.0,0.0,12.0,0.0,474.0,5,68.05,,38.64,,,20.51,,,,100.0,100.0,100.0
Brentford,Dango Ouattara,96,8,47,32,47,23,8,16,15,17,4,2,4,2,3,1,2,26,14,19,3,7,28,0,4,3,4,0,2,2,1,3,0,0,0,0,0,0,0,0,0,14,4,10,6,27,9,37,15,0,2,3,7,17,0,12,24,11,1,6,3,35,24.0,38.0,100.0,163.16999999999996,499.9790632070984,1414.98,0.0,0.0,2.0,1.0,5.0,3.0,196.0,5,68.09,50.0,33.33,0.0,50.0,53.85,0.0,0.0,28.57,60.0,33.33,40.54
Brentford,El Hadji Malick Diouf,28,0,19,13,19,10,4,5,6,7,2,0,2,0,3,2,0,5,3,7,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,3,0,0,0,2,1,1,1,3,0,0,0,1,6,12.0,23.0,37.0,26.880000000000017,189.2437300421515,560.175,0.0,0.0,0.0,0.0,2.0,0.0,52.0,2,68.42,0.0,66.67,,0.0,60.0,,,,66.67,100.0,75.0
Brentford,Fábio Carvalho,5,1,2,2,2,0,0,2,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,-7.139999999999998,12.416938030810286,284.13,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1,100.0,,,100.0,0.0,100.0,100.0,100.0,,0.0,,0.0
Brentford,Igor Thiago,177,23,107,82,107,24,35,48,59,23,2,0,2,0,6,3,1,43,31,50,3,9,57,0,2,1,13,4,8,1,12,1,4,0,1,1,0,1,0,0,0,7,3,42,15,26,8,68,23,0,3,0,2,12,3,15,14,14,2,7,2,51,48.0,70.0,145.0,-54.28500000000004,865.124235201473,2777.46,0.0,0.0,1.0,0.0,6.0,5.0,462.0,5,76.64,0.0,50.0,33.33,0.0,72.09,7.69,7.69,42.86,35.71,30.77,33.82
Brentford,Jaidon Anthony,131,10,60,43,60,24,10,26,30,13,8,3,8,3,4,1,0,25,21,26,3,7,34,0,7,6,5,1,2,2,2,3,1,0,1,1,0,1,0,0,0,14,4,7,4,30,10,37,14,0,4,0,6,16,10,20,22,15,1,5,2,40,31.0,61.0,140.0,129.255,795.322916525131,1732.29,0.0,0.0,4.0,1.0,8.0,5.0,278.0,5,71.67,37.5,25.0,33.33,37.5,84.0,20.0,20.0,28.57,57.14,33.33,37.84
Brentford,Jannik Schuster,142,7,92,72,85,43,22,27,14,58,0,0,0,0,15,7,0,16,7,6,6,8,86,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,9,10,5,28,14,0,3,0,30,6,0,8,36,4,1,4,2,21,44.0,110.0,263.0,348.81000000000006,1474.8982149040262,1708.875,0.0,0.0,0.0,0.0,15.0,1.0,271.0,3,78.26,,46.67,0.0,,43.75,0.0,0.0,,50.0,50.0,50.0
Brentford,Keane Lewis-Potter,271,14,162,127,159,81,37,44,65,62,22,6,24,7,21,6,0,61,44,38,16,24,124,2,7,5,9,2,3,4,6,3,2,0,1,1,0,1,0,0,0,10,3,15,4,31,11,46,15,0,6,4,11,15,0,19,26,11,0,9,2,51,69.0,206.0,487.0,566.895,2919.495761359565,3265.815,1.0,0.0,1.0,0.0,11.0,8.0,416.0,5,78.4,27.27,28.57,40.0,29.17,72.13,11.11,11.11,30.0,26.67,35.48,32.61
Brentford,Kevin Schade,220,27,105,67,105,43,23,39,44,23,1,1,1,1,6,2,0,61,35,48,6,13,57,0,1,0,13,6,3,4,12,1,5,1,3,2,1,3,0,0,0,21,4,27,15,50,19,77,34,0,7,0,7,21,1,13,28,8,3,2,8,85,61.0,95.0,226.0,397.74,1218.3532325141332,3679.2,1.0,1.0,3.0,1.0,16.0,6.0,468.0,5,63.81,100.0,33.33,66.67,100.0,57.38,23.08,23.08,19.05,55.56,38.0,44.16
Brentford,Kristoffer Ajer,273,8,206,168,193,113,25,68,36,132,0,0,0,0,18,6,0,34,23,10,18,22,196,0,2,1,2,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,28,19,17,7,45,26,0,4,7,37,11,1,19,48,9,3,4,3,42,69.0,206.0,526.0,901.215,2818.4144269855583,2704.59,1.0,3.0,1.0,0.0,15.0,8.0,474.0,5,81.55,,33.33,50.0,,67.65,0.0,0.0,0.0,67.86,41.18,57.78
Brentford,Mamadou Sangaré,229,6,154,123,153,77,27,50,61,62,2,0,2,0,15,6,2,52,38,31,16,23,123,0,3,1,6,1,3,2,4,2,1,0,0,0,0,0,0,0,0,10,6,7,4,45,25,52,29,0,14,6,5,22,3,34,27,22,2,9,5,47,57.0,118.0,313.0,436.485,1491.250835453987,3022.1099999999997,1.0,0.0,4.0,1.0,17.0,8.0,336.0,5,79.87,0.0,40.0,25.0,0.0,73.08,0.0,0.0,60.0,57.14,55.56,55.77
Brentford,Mathias Jensen,41,2,27,26,26,8,11,8,18,8,3,1,5,3,2,2,0,9,9,10,2,6,17,1,3,2,2,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,7,2,8,2,0,2,0,0,3,1,7,3,7,1,3,0,3,9.0,17.0,53.0,95.655,393.63420241562045,699.9300000000001,0.0,0.0,2.0,1.0,0.0,4.0,66.0,1,96.3,33.33,100.0,100.0,60.0,100.0,0.0,0.0,,0.0,28.57,25.0
Brentford,Michael Kayode,159,7,69,54,67,25,20,24,23,31,7,2,7,2,2,1,0,11,8,14,3,3,55,0,2,2,6,1,2,3,4,2,1,0,1,1,0,1,0,0,0,7,3,11,7,25,9,36,16,0,2,6,6,14,4,23,20,12,7,4,4,22,73.0,206.0,513.0,569.52,3261.221294495971,4125.66,0.0,1.0,0.0,0.0,8.0,5.0,300.0,5,78.26,28.57,50.0,33.33,28.57,72.73,16.67,16.67,42.86,63.64,36.0,44.44
Brentford,Mikkel Damsgaard,223,11,152,120,147,64,32,56,75,45,11,2,20,4,18,10,3,60,47,45,16,24,107,10,7,7,4,1,3,0,3,1,1,0,0,0,0,0,0,0,0,8,3,5,4,32,13,37,17,0,7,3,3,18,5,23,21,17,7,1,3,51,45.0,107.0,226.0,233.51999999999998,1488.04218344801,2886.87,0.0,0.0,1.0,0.0,10.0,6.0,294.0,5,78.95,18.18,55.56,25.0,20.0,78.33,0.0,0.0,37.5,80.0,40.62,45.95
Brentford,Nathan Collins,152,10,119,98,109,61,20,38,21,77,0,0,0,0,19,7,0,20,12,7,8,8,112,0,2,2,5,1,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0,11,6,9,5,20,11,0,2,2,14,11,1,9,25,3,2,2,3,23,37.0,119.0,295.0,448.45500000000004,1650.4013179026629,1345.575,0.0,0.0,0.0,0.0,7.0,0.0,203.0,3,82.35,,36.84,50.0,,60.0,0.0,0.0,,54.55,55.56,55.0
Brentford,Rico Henry,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,64.575,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1,0.0,,,,,0.0,,,,,,
Brentford,Vitaly Janelt,312,6,223,184,214,103,41,79,83,101,2,1,11,7,18,11,0,71,49,42,23,32,181,8,5,5,4,2,0,2,3,1,2,0,2,2,0,2,0,0,0,1,1,6,4,39,20,45,24,0,17,16,7,20,5,54,27,28,7,9,2,47,106.0,266.0,648.0,649.635,3902.313499415624,5898.27,2.0,1.0,3.0,0.0,20.0,15.0,474.0,5,82.51,50.0,61.11,100.0,63.64,69.01,50.0,50.0,100.0,66.67,51.28,53.33
Brentford,Yehor Yarmoliuk,157,5,115,88,115,45,25,45,56,32,6,3,6,3,8,5,1,52,36,37,12,14,78,0,3,2,3,1,1,1,0,3,0,1,0,0,0,0,0,0,0,2,1,4,1,18,7,22,8,0,5,2,4,14,3,16,18,10,3,3,1,36,43.0,87.0,216.0,306.28499999999997,1206.829500021271,2148.51,0.0,0.0,4.0,1.0,11.0,5.0,231.0,5,76.52,50.0,62.5,50.0,50.0,69.23,0.0,0.0,50.0,25.0,38.89,36.36
Brighton,Bart Verbruggen,224,0,195,153,173,160,0,35,0,153,0,0,0,0,70,30,1,26,7,0,7,2,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,1,0,0,0,16,0,0,16,0,0,0,1,42,44.0,262.0,867.0,1671.18,4434.427235195351,301.77,0.0,3.0,0.0,0.0,4.0,2.0,476.0,5,78.46,,42.86,,,26.92,,,,100.0,100.0,100.0
Brighton,Charalampos Kostoulas,161,21,80,59,80,18,24,38,46,13,4,0,4,0,3,2,2,38,23,39,2,4,41,0,2,1,13,5,6,2,9,4,4,1,2,1,1,2,0,0,0,15,5,19,8,40,15,59,23,0,4,0,5,18,1,12,23,11,2,5,6,49,33.0,90.0,273.0,113.81999999999996,1573.2556818478251,2035.845,0.0,0.0,4.0,1.0,5.0,7.0,363.0,5,73.75,0.0,66.67,45.45,0.0,60.53,15.38,15.38,33.33,42.11,37.5,38.98
Brighton,Chema Andrés,65,2,51,41,50,25,8,18,23,18,0,0,0,0,2,1,1,13,8,7,5,6,44,0,1,0,3,1,2,0,1,2,1,0,1,1,0,1,0,0,0,0,0,10,6,6,1,16,7,0,1,2,2,8,3,11,10,7,1,4,0,11,23.0,55.0,136.0,292.215,737.710794042422,1088.01,1.0,1.0,1.0,0.0,4.0,4.0,116.0,2,80.39,,50.0,33.33,,61.54,33.33,33.33,,60.0,16.67,43.75
Brighton,Costinha,68,1,42,38,41,15,17,10,20,18,2,1,2,1,3,2,1,9,7,9,3,3,33,0,1,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,4,1,11,4,15,5,0,1,2,4,1,1,8,5,4,1,3,2,7,17.0,102.0,296.0,242.65500000000003,1654.2010850253423,844.83,0.0,0.0,2.0,1.0,2.0,3.0,99.0,5,90.48,50.0,66.67,50.0,50.0,77.78,0.0,0.0,100.0,25.0,36.36,33.33
Brighton,Diego Gómez,243,22,151,118,151,48,47,56,91,27,11,3,11,3,8,6,0,70,47,67,13,20,84,0,4,2,14,4,7,3,10,4,4,0,0,0,0,0,0,0,0,9,1,33,17,39,14,72,31,0,13,4,3,16,4,29,19,24,2,6,0,56,49.0,169.0,467.0,493.0799999999999,2788.5410276656626,3062.325,0.0,1.0,4.0,0.0,5.0,9.0,442.0,5,78.15,27.27,75.0,36.36,27.27,67.14,0.0,0.0,11.11,51.52,35.9,43.06
Brighton,Ferdi Kadioglu,201,5,149,131,148,62,45,42,81,50,4,0,4,0,13,8,0,55,47,40,18,24,109,0,4,2,4,1,2,1,2,2,1,0,0,0,0,0,0,0,0,2,1,7,0,10,6,17,6,0,1,1,8,8,1,6,16,5,1,2,4,24,52.0,244.0,646.0,198.345,3792.6639702858147,2955.75,1.0,0.0,2.0,0.0,7.0,5.0,343.0,4,87.92,0.0,61.54,33.33,0.0,85.45,0.0,0.0,50.0,0.0,60.0,35.29
Brighton,Georginio Rutter,44,7,16,9,16,6,1,9,8,1,1,0,1,0,0,0,0,10,6,10,0,4,6,0,1,1,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,5,3,1,1,15,7,16,8,0,2,0,1,6,2,5,7,4,1,0,2,20,10.0,25.0,63.0,67.095,401.6813123190718,643.335,0.0,0.0,2.0,1.0,1.0,2.0,116.0,2,56.25,0.0,,0.0,0.0,60.0,0.0,0.0,60.0,100.0,46.67,50.0
Brighton,Ibrahim Osman,47,7,27,22,27,4,15,8,17,5,3,1,3,1,0,0,0,17,12,19,0,1,8,0,1,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2,1,0,12,5,13,5,0,1,0,0,3,0,2,3,2,0,1,2,14,5.0,20.0,59.0,83.99999999999999,374.14678644095176,275.83500000000004,0.0,1.0,0.0,0.0,1.0,0.0,59.0,3,81.48,33.33,,0.0,33.33,70.59,0.0,0.0,28.57,0.0,41.67,38.46
Brighton,Jack Hinshelwood,25,5,14,13,13,4,5,5,7,6,0,0,0,0,1,1,0,6,5,6,1,3,8,0,0,0,3,2,0,1,3,0,2,0,2,2,0,2,0,0,0,1,1,1,1,5,5,6,6,0,2,0,0,1,1,3,1,3,0,0,2,1,4.0,3.0,5.0,18.900000000000016,43.12782546078827,347.025,0.0,0.0,1.0,1.0,0.0,3.0,63.0,1,92.86,,100.0,100.0,,83.33,66.67,66.67,100.0,100.0,100.0,100.0
Brighton,Lewis Dunk,432,2,390,360,371,193,45,152,123,237,2,0,2,0,23,10,0,65,49,26,27,48,364,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,21,13,12,6,33,19,0,3,1,16,13,3,13,29,9,2,4,2,31,65.0,333.0,874.0,1361.5349999999999,5307.498708148916,1988.385,2.0,1.0,1.0,0.0,13.0,3.0,380.0,4,92.31,0.0,43.48,100.0,0.0,75.38,100.0,100.0,100.0,61.9,50.0,57.58
Brighton,Luka Vuskovic,438,12,358,325,349,148,53,157,103,222,2,0,2,0,32,18,2,58,41,18,28,37,340,0,0,0,8,1,5,2,6,2,1,0,1,1,0,1,0,0,0,1,1,27,16,24,13,51,29,0,6,3,32,17,4,22,49,15,2,7,6,37,79.0,322.0,807.0,938.595,4683.751118221441,3369.45,2.0,2.0,1.0,0.0,17.0,4.0,457.0,5,90.78,0.0,56.25,16.67,0.0,70.69,12.5,12.5,100.0,59.26,54.17,56.86
Brighton,Malick Yalcouyé,153,22,99,86,99,26,34,39,55,31,5,0,5,0,1,0,1,39,30,38,4,12,61,0,4,3,7,4,2,1,7,0,4,0,2,2,0,2,0,0,0,9,6,4,2,24,16,28,18,0,6,0,5,7,3,13,12,8,1,3,4,25,20.0,48.0,119.0,103.94999999999999,710.220090656299,1332.555,0.0,1.0,2.0,0.0,0.0,5.0,253.0,5,86.87,0.0,0.0,66.67,0.0,76.92,28.57,28.57,66.67,50.0,66.67,64.29
Brighton,Mats Wieffer,157,3,109,99,107,29,32,48,66,33,5,1,5,1,1,1,0,31,28,22,13,9,87,0,2,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,8,4,15,9,23,13,0,4,6,2,9,2,15,11,10,2,1,4,15,49.0,285.0,740.0,670.005,4632.854713917432,2524.3050000000003,2.0,0.0,3.0,0.0,5.0,5.0,156.0,2,90.83,20.0,100.0,0.0,20.0,90.32,0.0,0.0,100.0,50.0,60.0,56.52
Brighton,Matt O'Riley,7,2,3,3,3,1,0,2,2,1,0,0,0,0,0,0,0,2,2,2,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,0,0,0,0,1,1.0,4.0,10.0,48.93,69.94397356924821,45.78,0.0,1.0,0.0,0.0,0.0,1.0,24.0,2,100.0,,,100.0,,100.0,0.0,0.0,,0.0,,0.0
Brighton,Maxim De Cuyper,284,7,196,171,194,51,87,58,129,42,15,3,26,9,17,11,0,85,70,80,14,23,116,12,10,6,7,1,4,2,5,2,1,0,1,1,0,1,0,0,0,6,2,2,0,28,14,30,14,0,8,2,6,18,2,21,24,17,2,7,4,34,65.0,236.0,541.0,459.48,3370.094846213902,4539.045,0.0,1.0,8.0,1.0,8.0,9.0,440.0,5,87.24,20.0,64.71,20.0,34.62,82.35,14.29,14.29,33.33,0.0,50.0,46.67
Brighton,Michael Svoboda,4,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,3.0,4.0,10.0,70.035,91.20386194310339,131.04,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1,100.0,,,,,,,,,,100.0,100.0
Brighton,Olivier Boscagli,385,5,290,246,282,126,64,100,125,121,17,3,20,5,38,24,1,95,72,62,35,49,228,0,7,4,3,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,19,8,25,11,44,19,0,4,7,19,17,3,28,36,17,5,9,7,46,75.0,289.0,732.0,805.035,4237.059233715393,4141.83,2.0,1.0,3.0,1.0,9.0,13.0,455.0,5,84.83,17.65,63.16,50.0,25.0,75.79,0.0,0.0,,42.11,44.0,43.18
Brighton,Pascal Groß,411,16,319,284,309,110,79,130,167,117,16,2,36,7,27,12,1,101,80,80,25,37,239,15,15,11,10,3,5,2,5,5,2,1,3,2,1,3,0,0,0,0,0,8,4,23,7,31,11,0,7,4,4,10,3,28,14,25,6,8,0,44,90.0,283.0,681.0,225.43500000000003,4118.204956828679,6053.1449999999995,0.0,0.0,2.0,1.0,8.0,13.0,476.0,5,89.03,12.5,44.44,37.5,19.44,79.21,30.0,30.0,,50.0,30.43,35.48
Brighton,Pascal Struijk,88,1,75,69,67,33,10,32,15,54,0,0,0,0,3,0,0,6,3,0,3,6,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,8,5,0,1,0,6,6,1,3,12,1,1,0,1,6,18.0,56.0,119.0,186.27000000000004,800.3551705550199,556.5,0.0,2.0,1.0,0.0,4.0,2.0,106.0,3,92.0,,0.0,0.0,,50.0,0.0,0.0,,60.0,66.67,62.5
Brighton,Promise David,10,1,5,5,5,0,2,3,4,1,0,0,0,0,0,0,0,2,2,2,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,0,0,0,0,0,0,2,0,2,0,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2,100.0,,,0.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Brighton,Yasin Ayari,212,9,167,152,163,50,39,78,89,63,0,0,0,0,10,7,0,43,36,33,14,17,134,0,3,2,10,3,4,3,5,5,2,1,1,0,1,1,0,0,0,8,3,7,1,19,8,26,9,0,2,2,2,15,3,11,17,7,2,2,3,24,40.0,124.0,326.0,338.415,1786.578327653651,2180.2200000000003,1.0,1.0,1.0,0.0,6.0,5.0,349.0,4,91.02,,70.0,42.86,,83.72,10.0,10.0,37.5,14.29,42.11,34.62
Brighton,Zadok Yohanna,11,0,5,5,5,1,3,1,5,0,0,0,0,0,0,0,0,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,4,1,0,0,0,0,0,0,1,0,1,0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1,100.0,,,,,100.0,,,50.0,,25.0,25.0
Chelsea,Cole Palmer,261,28,169,137,166,74,46,49,111,26,4,1,5,2,17,7,2,86,64,70,19,39,99,1,11,8,17,5,7,5,12,5,3,2,2,1,1,2,0,0,0,17,9,2,1,48,23,50,24,0,7,1,1,19,4,19,20,13,3,4,7,60,46.0,109.0,326.0,103.32,1714.1205383080082,2608.2,1.0,0.0,4.0,1.0,5.0,9.0,463.0,5,81.07,25.0,41.18,41.67,40.0,74.42,11.76,11.76,52.94,50.0,47.92,48.0
Chelsea,Danny Welbeck,25,7,18,16,18,4,1,13,14,2,0,0,0,0,0,0,0,9,9,8,2,3,10,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,2,0,1,0,1,2,0,3,3,3,1,1,0,5,8.0,54.0,122.0,82.73999999999998,694.905674648994,551.145,0.0,0.0,2.0,0.0,0.0,2.0,97.0,3,88.89,,,,,100.0,,,,100.0,33.33,50.0
